district_id,year,quarter,ph,dissolved_oxygen_mg_l,bod_mg_l,total_coliform_mpn,turbidity_ntu,tds_mg_l
96,2021,4,7.7,3.56,3.28,460,0.52,287.4
96,2022,1,7.33,4.51,3.81,280,1.24,321.0
96,2022,2,7.76,5.66,0.5,112,6.79,300.4
96,2022,3,7.05,5.06,3.34,79,1.04,298.6
96,2022,4,6.93,5.86,3.28,166,15.11,306.0
96,2023,1,6.97,5.73,5.58,0,2.01,326.2
96,2023,2,7.41,6.4,10.63,460,1.51,321.0
96,2023,3,5.96,4.95,0.88,277,1.03,329.8
96,2023,4,6.34,5.57,1.22,110,3.07,194.6
97,2019,1,7.79,3.81,4.86,728,8.25,394.3
97,2019,2,7.32,3.0,11.44,1322,12.21,377.7
97,2019,3,7.5,6.49,8.49,573,9.06,261.7
97,2019,4,7.38,6.04,3.7,2121,0.5,346.8
97,2020,1,7.38,5.77,1.47,1312,1.59,336.4
97,2020,2,7.15,3.9,9.23,1508,0.57,271.2
97,2020,3,7.88,3.73,2.99,390,4.92,345.6
97,2020,4,6.32,5.46,1.08,318,1.0,325.5
97,2021,1,6.89,3.45,3.66,1014,3.22,214.0
97,2021,2,5.99,3.47,3.14,1415,10.09,268.5
97,2021,3,7.03,4.8,3.14,790,8.64,242.9
97,2021,4,6.7,3.48,1.8,1326,10.51,328.0
97,2022,1,7.42,4.58,4.66,32,4.0,296.6
97,2022,2,7.99,4.96,0.51,97,1.54,321.8
97,2022,3,7.6,5.96,3.44,890,2.03,254.8
97,2022,4,7.27,4.55,5.69,4033,12.77,206.4
97,2023,1,7.77,4.85,0.5,98,1.0,184.7
97,2023,2,6.85,4.39,2.77,523,10.71,366.9
97,2023,3,7.82,3.39,1.2,373,7.59,270.2
97,2023,4,7.05,3.38,1.37,390,7.58,262.6
98,2019,1,6.75,2.84,2.76,276,0.54,335.5
98,2019,2,6.73,3.7,10.09,66,9.64,236.5
98,2019,3,6.28,4.2,0.5,882,9.66,256.5
98,2019,4,7.51,6.11,1.06,386,5.9,361.1
98,2020,1,7.01,3.77,1.32,246,6.06,306.1
98,2020,2,7.5,5.73,1.8,239,7.64,333.9
98,2020,3,6.83,4.47,0.87,392,6.6,263.4
98,2020,4,6.59,4.63,5.34,1029,4.55,91.0
98,2021,1,8.72,6.34,1.56,101,3.26,400.3
98,2021,2,6.43,5.12,0.76,153,0.89,311.8
98,2021,3,6.97,6.84,0.5,101,1.36,200.3
98,2021,4,6.85,5.2,4.18,56,5.68,202.7
98,2022,1,6.36,4.08,1.56,17,0.92,394.5
98,2022,2,6.74,6.98,5.25,421,0.5,361.3
98,2022,3,7.77,2.73,18.36,367,1.35,206.5
98,2022,4,7.75,4.99,0.5,279,1.61,307.4
98,2023,1,7.21,4.62,10.54,168,1.83,401.0
98,2023,2,7.39,4.26,0.5,658,8.31,173.4
98,2023,3,7.1,5.21,0.5,685,1.07,257.2
98,2023,4,7.3,4.63,7.84,86,2.5,409.1
99,2019,1,7.16,6.04,3.49,90,0.65,243.4
99,2019,2,7.35,4.25,0.5,384,18.42,331.2
99,2019,3,7.48,6.28,6.43,242,12.58,347.4
99,2019,4,6.67,3.23,0.5,275,7.92,319.1
99,2020,1,7.52,3.68,2.19,128,1.3,337.2
99,2020,2,7.32,5.75,3.26,294,4.97,202.6
99,2020,3,7.44,4.84,4.57,74,5.06,202.3
99,2020,4,7.29,4.85,1.37,367,4.41,214.6
99,2021,1,7.23,5.050000000000001,3.28,970,3.71,240.4
99,2021,2,7.12,5.46,2.83,45,0.5,276.9
99,2021,3,7.21,5.63,9.13,207,4.38,347.7
99,2021,4,7.09,5.050000000000001,5.2,30,0.5,446.2
99,2022,1,6.72,5.38,4.6,11,2.45,345.6
99,2022,2,7.55,5.64,0.91,21,0.89,263.8
99,2022,3,8.05,7.89,0.5,22,1.6,441.4
99,2022,4,6.4,4.87,1.09,446,1.2,333.3
99,2023,1,7.56,5.23,2.48,81,4.39,369.6
99,2023,2,7.54,3.79,1.55,480,14.65,404.0
99,2023,3,7.3,4.6,2.83,510,14.89,140.9
99,2023,4,7.55,4.23,5.12,17,8.07,335.8
100,2019,1,6.99,3.76,6.81,930,1.13,407.5
100,2019,2,7.2,5.34,1.9,258,0.5,360.3
100,2019,3,7.24,5.29,0.5,1076,2.79,343.5
100,2019,4,7.2,6.37,1.91,266,2.3,257.0
100,2020,1,7.63,6.65,1.63,462,2.0,299.2
100,2020,2,7.39,7.05,0.59,14,9.84,249.1
100,2020,3,7.8,5.73,5.59,603,0.5,242.8
100,2020,4,6.55,4.23,0.5,223,0.5,320.5
100,2021,1,7.57,6.11,0.66,415,2.8,197.5
100,2021,2,7.38,6.91,2.34,183,2.5,219.5
100,2021,3,7.14,5.29,0.5,297,2.57,398.4
100,2021,4,7.04,5.565,1.58,233,1.41,356.2
100,2022,1,7.38,5.03,0.73,207,0.67,212.4
100,2022,2,7.26,5.05,2.43,87,13.45,256.3
100,2022,3,7.24,6.66,1.59,218,2.67,350.2
100,2022,4,6.82,6.14,7.2,452,4.13,259.3
100,2023,1,7.24,4.92,0.5,370,0.76,269.6
100,2023,2,6.56,5.565,3.31,463,1.22,305.0
100,2023,3,5.73,5.97,4.17,117,7.77,300.9
100,2023,4,7.36,5.4,1.58,1047,0.5,306.7
101,2019,1,7.03,6.48,3.66,251,2.07,239.6
101,2019,2,7.2,5.56,1.39,746,1.06,232.1
101,2019,3,7.09,3.73,1.39,435,0.79,378.0
101,2019,4,7.0600000000000005,6.0,1.28,975,5.15,292.9
101,2020,1,6.91,5.72,5.23,87,3.56,480.6
101,2020,2,6.72,6.19,0.5,211,7.79,359.3
101,2020,3,6.9,6.28,5.51,309,10.16,324.5
101,2020,4,7.0600000000000005,5.32,0.55,39,0.5,272.1
101,2021,1,7.52,5.56,3.45,159,6.21,272.3
101,2021,2,7.48,4.47,14.66,262,4.94,311.7
101,2021,3,7.41,5.62,0.5,762,1.68,286.7
101,2021,4,7.52,5.06,0.5,688,0.5,314.0
101,2022,1,6.49,5.53,0.94,866,1.26,241.7
101,2022,2,7.85,1.82,1.39,398,0.5,269.2
101,2022,3,7.73,6.56,1.39,117,2.1,197.8
101,2022,4,6.83,6.55,0.5,230,3.34,220.8
101,2023,1,7.27,3.43,0.54,149,1.71,329.8
101,2023,2,6.35,5.22,5.02,198,0.69,339.4
101,2023,3,6.56,3.88,2.67,242,1.31,385.6
101,2023,4,6.61,7.15,3.11,81,6.51,348.4
102,2019,1,7.09,5.37,0.5,295,14.16,444.0
102,2019,2,7.43,7.97,1.08,47,0.53,410.4
102,2019,3,7.4,5.52,1.15,758,1.69,337.8
102,2019,4,6.66,7.8,1.35,220,6.22,456.3
102,2020,1,7.37,5.37,2.6,64,1.17,275.3
102,2020,2,7.86,4.2,1.42,598,1.85,258.7
102,2020,3,6.87,5.55,0.5,81,7.33,87.8
102,2020,4,7.72,4.48,1.42,495,0.69,284.5
102,2021,1,6.03,6.08,3.2,1083,12.88,210.0
102,2021,2,7.58,4.3,4.47,148,3.68,321.7
102,2021,3,8.01,4.19,3.38,532,0.63,162.7
102,2021,4,7.55,3.34,3.42,387,2.19,226.0
102,2022,1,7.54,4.38,2.52,18,4.63,453.1
102,2022,2,7.7,5.37,0.57,1128,0.5,436.9
102,2022,3,6.82,6.15,0.5,517,13.55,253.7
102,2022,4,6.75,5.58,1.03,151,1.86,346.3
102,2023,1,6.37,5.11,3.2,403,2.31,292.0
102,2023,2,7.4,6.7,1.7,273,4.2,364.0
102,2023,3,8.15,5.71,1.36,142,0.71,329.5
102,2023,4,7.16,4.45,3.14,202,1.68,442.6
103,2019,1,8.0,3.6,2.56,145,10.79,311.0
103,2019,2,7.51,3.74,1.29,197,3.0,256.3
103,2019,3,6.71,6.76,9.92,1320,5.48,324.3
103,2019,4,8.02,4.955,5.23,351,3.13,259.7
103,2020,1,7.42,5.42,4.16,515,4.66,299.1
103,2020,2,6.86,4.97,0.66,657,0.97,201.3
103,2020,3,7.29,4.34,2.6,46,4.06,274.1
103,2020,4,8.0,5.67,1.64,221,10.55,317.9
103,2021,1,7.03,3.23,1.01,295,1.86,424.0
103,2021,2,7.39,4.87,6.64,426,8.6,211.4
103,2021,3,6.54,5.71,2.15,23,0.55,386.1
103,2021,4,6.81,4.9,1.99,33,3.93,354.0
103,2022,1,7.54,6.62,2.6,377,2.06,361.8
103,2022,2,7.26,3.92,10.38,229,1.96,400.8
103,2022,3,7.36,4.955,0.5,20,1.81,424.4
103,2022,4,7.5,5.96,10.35,87,8.15,223.7
103,2023,1,7.36,4.94,0.5,296,3.74,347.2
103,2023,2,7.76,5.89,2.0,234,4.12,283.9
103,2023,3,7.25,4.46,4.76,445,1.66,99.3
103,2023,4,6.44,7.38,5.87,49,6.58,248.9
104,2019,1,7.26,4.95,1.55,1435,10.22,294.2
104,2019,2,7.19,4.23,1.54,194,29.6,236.0
104,2019,3,6.86,4.95,2.64,59,4.36,296.2
104,2019,4,7.31,5.73,0.92,294,7.08,153.7
104,2020,1,8.0,5.89,0.5,24,13.64,321.3
104,2020,2,7.21,4.73,0.8,71,3.08,339.5
104,2020,3,7.44,5.2,0.5,236,0.5,338.0
104,2020,4,7.27,5.78,2.45,114,4.89,319.7
104,2021,1,7.34,5.2,0.5,493,4.92,300.7
104,2021,2,6.5,5.49,3.9,716,5.7,319.5
104,2021,3,7.15,6.3,0.8,42,6.69,311.8
104,2021,4,7.62,4.32,4.55,62,8.31,271.7
104,2022,1,6.83,4.18,3.86,228,3.17,232.2
104,2022,2,7.52,5.47,2.43,11,5.0,417.0
104,2022,3,6.96,5.45,3.49,4,2.4,227.5
104,2022,4,7.84,3.3,3.99,18,4.37,412.5
104,2023,1,6.83,6.26,2.43,17,6.32,243.4
104,2023,2,6.89,4.41,0.5,282,16.13,336.0
104,2023,3,7.2,4.48,4.36,16,2.4,432.5
104,2023,4,6.75,5.86,2.46,75,5.43,328.4
105,2019,1,7.39,4.74,4.05,149,0.5,379.9
105,2019,2,7.0,4.46,2.23,411,0.5,431.7
105,2019,3,7.12,4.98,2.95,278,0.95,294.7
105,2019,4,7.12,3.77,11.81,410,2.69,399.9
105,2020,1,6.85,4.35,2.48,702,0.5,417.3
105,2020,2,8.05,4.26,0.5,403,1.67,322.0
105,2020,3,7.11,6.77,0.74,142,4.05,283.9
105,2020,4,7.18,4.92,2.31,434,0.5,291.4
105,2021,1,7.56,6.17,2.23,586,2.31,290.6
105,2021,2,8.38,5.89,4.98,220,3.28,313.2
105,2021,3,7.48,3.73,5.72,220,2.45,452.7
105,2021,4,7.145,5.87,0.54,294,1.47,381.3
105,2022,1,7.11,6.39,1.72,304,0.5,341.8
105,2022,2,6.97,5.17,0.83,173,18.71,346.8
105,2022,3,7.145,5.17,1.84,364,7.46,290.2
105,2022,4,7.42,4.44,3.02,149,1.44,301.5
105,2023,1,6.55,7.06,1.01,76,1.04,377.8
105,2023,2,7.17,6.0,9.64,17,2.93,305.0
105,2023,3,7.4,5.93,0.94,325,4.63,365.4
105,2023,4,6.05,7.7,1.22,38,3.16,269.1
106,2019,1,7.63,5.37,7.51,309,2.56,357.3
106,2019,2,7.21,6.35,1.14,46,5.72,357.5
106,2019,3,7.37,4.61,0.98,523,10.1,437.9
106,2019,4,7.21,6.94,4.06,987,2.01,366.1
106,2020,1,6.92,5.29,2.46,133,1.55,209.6
106,2020,2,7.33,5.53,23.55,178,2.34,303.1
106,2020,3,7.3,4.09,9.07,825,1.35,270.7
106,2020,4,7.81,3.68,8.94,711,5.33,307.8
106,2021,1,7.16,5.47,2.14,182,8.61,328.2
106,2021,2,7.8,6.3,4.22,256,2.9,359.0
106,2021,3,7.89,1.93,0.5,240,0.75,430.5
106,2021,4,6.8,5.08,2.6550000000000002,464,0.91,331.4
106,2022,1,7.22,1.84,5.41,4,1.84,236.3
106,2022,2,7.09,4.77,2.84,498,11.27,309.4
106,2022,3,7.41,6.87,0.74,480,10.22,373.3
106,2022,4,7.03,6.14,2.47,176,3.57,210.1
106,2023,1,6.67,6.98,0.5,36,5.32,335.4
106,2023,2,6.15,5.78,1.17,195,13.33,326.4
106,2023,3,7.2,3.52,2.6550000000000002,1324,3.57,261.7
106,2023,4,6.81,3.63,4.95,585,2.2,422.9
107,2019,1,6.99,4.59,13.93,175,0.57,291.7
107,2019,2,7.94,3.76,1.44,247,3.36,300.8
107,2019,3,7.69,7.24,2.57,430,8.78,317.5
107,2019,4,7.83,4.88,3.7,28,2.57,72.6
107,2020,1,7.56,4.38,11.64,729,2.2,182.0
107,2020,2,6.63,6.09,4.27,26,1.95,285.9
107,2020,3,7.34,5.05,0.73,41,11.08,288.5
107,2020,4,7.27,3.0,5.75,35,1.68,344.5
107,2021,1,8.08,4.36,4.87,138,8.37,223.0
107,2021,2,7.25,4.71,5.86,31,1.76,347.7
107,2021,3,6.45,5.73,0.5,632,2.67,89.8
107,2021,4,6.89,5.45,5.93,353,12.1,169.3
107,2022,1,6.75,4.06,8.16,85,2.73,327.0
107,2022,2,6.85,5.57,4.27,44,4.21,232.2
107,2022,3,8.65,5.32,0.65,302,4.6,228.1
107,2022,4,6.83,3.76,4.27,701,2.49,178.6
107,2023,1,6.7,4.35,5.04,621,5.44,361.0
107,2023,2,7.45,6.13,4.27,228,0.98,297.5
107,2023,3,7.0,5.1,1.64,870,5.93,329.5
107,2023,4,7.1,5.96,0.5,210,16.14,245.0
108,2019,1,6.97,4.44,4.44,171,15.97,306.9
108,2019,2,6.54,3.64,0.5,140,20.12,460.7
108,2019,3,8.01,5.52,0.66,703,6.99,266.1
108,2019,4,7.39,4.95,1.74,328,5.42,225.2
108,2020,1,7.54,7.16,8.62,367,40.33,398.9
108,2020,2,8.29,5.19,1.31,134,2.79,329.1
108,2020,3,8.26,5.08,0.5,413,3.29,243.8
108,2020,4,6.85,4.64,5.88,49,0.5,525.7
108,2021,1,7.83,5.265000000000001,5.33,691,10.35,269.1
108,2021,2,6.64,5.265000000000001,9.59,219,4.17,383.6
108,2021,3,7.39,4.4,4.39,113,0.5,286.7
108,2021,4,7.43,5.44,1.42,109,18.72,337.0
108,2022,1,7.7,4.52,5.82,125,2.08,464.4
108,2022,2,7.8,5.77,1.22,337,14.54,204.5
108,2022,3,7.1,5.34,6.97,580,5.12,246.1
108,2022,4,7.07,5.83,2.27,171,13.25,237.4
108,2023,1,7.78,5.72,0.81,394,16.28,328.7
108,2023,2,7.43,3.08,0.5,65,1.34,289.5
108,2023,3,7.24,5.89,0.99,127,3.55,424.0
108,2023,4,7.88,6.81,1.74,401,13.63,228.3
109,2019,1,8.33,7.95,11.89,759,1.75,209.0
109,2019,2,7.73,3.99,1.16,180,3.38,319.5
109,2019,3,6.6,3.72,4.64,142,0.98,268.1
109,2019,4,6.74,4.85,2.76,451,13.78,286.0
109,2020,1,6.44,5.22,0.5,87,2.01,283.1
109,2020,2,7.77,4.36,6.75,246,9.54,446.1
109,2020,3,6.87,3.84,0.53,171,1.56,411.2
109,2020,4,7.05,5.22,0.99,802,2.75,231.2
109,2021,1,7.29,6.49,0.5,494,5.4,226.4
109,2021,2,7.7,5.22,0.5,596,2.19,184.5
109,2021,3,7.89,6.67,0.5,90,1.49,376.9
109,2021,4,6.76,3.68,4.29,378,2.54,185.3
109,2022,1,7.04,5.74,1.98,634,5.71,273.6
109,2022,2,7.13,6.82,0.63,262,1.4,209.3
109,2022,3,6.8,4.49,0.68,27,7.32,241.7
109,2022,4,6.83,7.36,1.53,987,5.15,147.3
109,2023,1,7.51,3.15,1.15,474,3.53,345.9
109,2023,2,8.04,5.89,0.68,348,4.98,236.3
109,2023,3,6.8,6.26,0.51,62,2.09,418.1
109,2023,4,6.97,5.22,1.57,214,6.63,484.8
110,2019,1,6.87,4.92,6.87,249,8.95,260.1
110,2019,2,7.85,5.07,0.5,38,1.78,303.9
110,2019,3,7.01,7.42,0.67,266,13.82,314.2
110,2019,4,6.9,5.85,4.04,325,7.49,213.0
110,2020,1,7.5,3.62,0.5,126,10.61,315.2
110,2020,2,6.73,5.3,0.5,395,21.54,310.5
110,2020,3,7.63,7.28,0.87,393,4.19,351.8
110,2020,4,7.07,6.76,0.5,245,22.51,208.9
110,2021,1,7.1,5.07,1.84,294,6.5,235.5
110,2021,2,6.91,4.75,1.7,676,1.25,330.7
110,2021,3,7.64,4.08,0.87,332,9.81,304.0
110,2021,4,7.6,4.96,0.5,117,7.48,334.3
110,2022,1,7.99,5.08,1.13,6,0.57,254.4
110,2022,2,7.34,4.13,0.5,322,10.89,247.5
110,2022,3,7.03,4.51,2.8,963,20.35,361.4
110,2022,4,5.66,3.08,2.07,130,9.61,335.6
110,2023,1,6.78,5.85,0.65,60,10.92,203.0
110,2023,2,7.62,5.28,0.5,55,1.29,178.4
110,2023,3,6.93,6.95,2.91,869,3.47,511.3
110,2023,4,7.32,3.58,11.01,1027,10.14,464.6
111,2019,1,7.69,4.11,6.58,179,9.89,175.0
111,2019,2,6.0,4.8,12.18,186,8.3,323.2
111,2019,3,6.07,5.71,0.98,464,14.83,340.4
111,2019,4,7.13,4.68,6.17,309,16.04,461.9
111,2020,1,7.77,4.89,0.5,258,6.64,217.0
111,2020,2,7.04,4.88,6.69,1647,22.99,327.6
111,2020,3,6.18,4.25,0.89,1180,0.5,390.2
111,2020,4,6.61,4.43,0.5,922,0.5,265.2
111,2021,1,6.77,3.75,0.5,961,2.14,96.4
111,2021,2,6.91,4.9,0.59,75,9.61,398.0
111,2021,3,6.9,6.33,3.26,444,1.03,279.6
111,2021,4,7.52,5.31,3.01,1790,1.87,254.7
111,2022,1,7.04,4.25,14.74,997,10.19,173.6
111,2022,2,8.02,6.28,1.73,385,0.5,323.2
111,2022,3,7.14,5.24,2.66,1563,22.17,193.4
111,2022,4,7.34,5.97,0.5,574,2.27,225.3
111,2023,1,7.91,3.76,6.65,566,0.5,233.3
111,2023,2,7.0,5.55,4.78,441,8.98,157.2
111,2023,3,7.4,4.15,2.19,1215,4.14,320.2
111,2023,4,6.96,5.81,1.27,36,6.04,304.8
112,2019,1,7.34,5.9,1.35,448,3.58,267.3
112,2019,2,6.85,5.475,2.27,71,0.5,208.2
112,2019,3,7.15,5.47,1.89,67,14.6,338.6
112,2019,4,7.54,5.66,6.15,177,2.44,282.5
112,2020,1,7.41,3.95,2.86,87,0.5,243.5
112,2020,2,7.94,5.475,2.43,13,18.38,316.4
112,2020,3,6.69,5.57,1.95,623,0.5,219.6
112,2020,4,6.92,3.77,0.56,737,2.03,352.4
112,2021,1,7.03,5.48,3.02,377,0.5,378.1
112,2021,2,7.02,4.41,1.59,321,0.69,381.7
112,2021,3,6.84,4.6,2.03,229,6.72,377.0
112,2021,4,6.67,5.76,5.32,158,0.5,441.0
112,2022,1,7.46,7.14,0.51,35,3.09,234.5
112,2022,2,7.83,4.99,1.65,104,2.47,216.1
112,2022,3,7.91,5.36,1.95,32,1.64,427.9
112,2022,4,7.51,5.15,0.79,29,1.27,393.1
112,2023,1,7.34,4.71,1.22,249,19.25,190.0
112,2023,2,7.8,5.56,4.97,45,1.8,189.0
112,2023,3,7.58,7.48,1.16,124,5.17,334.4
112,2023,4,6.54,6.09,3.95,788,6.31,306.7
113,2019,1,6.79,3.82,0.51,19,17.14,265.5
113,2019,2,6.38,4.78,0.59,23,3.93,170.5
113,2019,3,7.06,3.13,0.59,976,0.5,236.2
113,2019,4,6.45,4.46,0.7,81,1.85,304.7
113,2020,1,6.39,4.74,0.5,120,2.26,251.1
113,2020,2,6.64,7.31,7.63,8,3.41,238.4
113,2020,3,7.25,6.4,0.92,247,5.67,364.3
113,2020,4,6.95,2.89,3.46,5,0.5,528.8
113,2021,1,7.61,5.14,1.36,162,2.47,390.1
113,2021,2,7.51,2.94,4.86,120,0.5,246.4
113,2021,3,7.04,3.95,3.15,524,0.5,243.5
113,2021,4,6.52,5.38,2.91,243,17.5,287.5
113,2022,1,7.44,6.3,2.19,140,0.5,250.0
113,2022,2,7.35,5.68,0.5,92,8.99,347.1
113,2022,3,6.34,4.49,0.72,547,5.87,234.8
113,2022,4,7.28,4.1,0.55,131,2.68,342.1
113,2023,1,6.91,4.59,9.0,6,2.42,348.3
113,2023,2,7.04,4.68,2.09,506,0.98,85.6
113,2023,3,7.45,7.08,0.5,163,8.59,345.2
113,2023,4,7.37,4.68,4.96,275,2.74,416.3
114,2019,1,6.61,3.74,1.85,490,0.85,399.3
114,2019,2,7.29,5.0,11.3,43,3.41,213.2
114,2019,3,6.13,5.135,3.48,353,7.91,275.0
114,2019,4,7.58,4.92,1.7,338,1.1,250.6
114,2020,1,7.86,7.56,1.04,311,11.69,266.9
114,2020,2,7.56,4.25,2.4,168,2.7,403.5
114,2020,3,7.07,4.36,0.57,175,2.41,481.6
114,2020,4,6.93,6.01,3.44,166,4.0,300.0
114,2021,1,6.9,5.09,2.02,742,4.02,362.0
114,2021,2,7.22,5.64,0.5,63,1.52,395.4
114,2021,3,7.61,5.1,2.97,713,3.8,240.3
114,2021,4,7.99,5.17,12.69,398,6.86,300.1
114,2022,1,7.65,5.44,5.69,525,5.14,317.2
114,2022,2,7.46,5.135,0.74,639,2.82,483.8
114,2022,3,8.8,5.93,1.94,13,5.01,254.7
114,2022,4,6.33,4.94,8.71,57,5.55,311.1
114,2023,1,7.32,5.39,0.5,346,1.7,361.8
114,2023,2,7.36,3.88,1.94,298,5.14,292.3
114,2023,3,7.48,6.59,0.5,643,8.1,288.9
114,2023,4,7.39,5.37,0.5,388,0.75,382.2
115,2019,1,7.35,4.37,2.59,1178,3.9,266.7
115,2019,2,7.25,4.1,1.52,725,0.5,153.2
115,2019,3,6.45,5.21,6.64,1284,2.75,250.0
115,2019,4,7.27,5.83,4.8,881,1.29,317.3
115,2020,1,7.2,5.21,2.55,20,5.23,369.2
115,2020,2,7.44,4.6,1.26,74,11.21,268.6
115,2020,3,7.28,5.06,6.16,439,2.77,166.9
115,2020,4,6.72,3.62,7.94,45,0.5,195.1
115,2021,1,7.97,6.06,0.5,133,3.07,270.7
115,2021,2,7.29,4.31,1.25,236,0.72,352.9
115,2021,3,6.42,5.21,0.75,274,3.11,365.9
115,2021,4,5.92,5.21,2.53,268,5.02,259.0
115,2022,1,7.78,5.21,1.6,295,0.97,223.4
115,2022,2,7.27,4.43,2.68,1185,4.77,179.0
115,2022,3,7.39,5.4,0.69,252,3.46,222.5
115,2022,4,7.26,5.64,6.95,203,2.84,360.7
115,2023,1,7.26,5.57,0.5,61,5.78,250.9
115,2023,2,6.78,4.47,0.5,567,3.25,220.3
115,2023,3,7.09,5.29,3.7,244,10.56,307.6
115,2023,4,6.2,5.79,4.17,1051,3.98,372.5
116,2019,1,7.18,5.32,1.78,227,2.86,347.7
116,2019,2,7.31,6.65,0.77,10,0.96,198.1
116,2019,3,7.36,4.25,1.02,203,0.7,428.1
116,2019,4,6.9,6.14,1.52,15,0.5,159.5
116,2020,1,7.32,3.35,1.24,84,8.18,357.5
116,2020,2,7.27,4.46,3.12,68,0.5,293.9
116,2020,3,7.62,4.87,1.91,75,4.97,291.4
116,2020,4,6.42,6.71,0.57,242,1.16,70.0
116,2021,1,7.32,3.97,1.61,134,0.54,248.9
116,2021,2,6.27,4.35,24.13,850,6.74,437.0
116,2021,3,6.82,5.41,10.46,482,14.3,329.2
116,2021,4,7.27,5.94,14.32,265,0.5,390.4
116,2022,1,7.42,4.91,6.37,45,0.56,450.6
116,2022,2,6.46,5.44,3.24,48,0.5,291.5
116,2022,3,7.71,7.05,15.96,17,5.45,372.9
116,2022,4,7.78,6.9,1.9,96,0.5,345.9
116,2023,1,6.98,4.47,7.89,51,0.5,477.4
116,2023,2,6.21,5.36,0.5,67,0.5,358.5
116,2023,3,8.02,5.36,10.98,431,1.08,299.0
116,2023,4,7.5,6.97,1.91,171,1.1,244.0
117,2019,1,8.52,5.35,0.5,150,8.99,408.1
117,2019,2,6.86,1.81,6.5,433,3.56,338.3
117,2019,3,7.87,2.83,3.3,703,7.06,199.6
117,2019,4,6.15,6.8,3.32,214,4.02,354.9
117,2020,1,7.04,5.4,3.89,237,2.88,348.1
117,2020,2,7.53,2.74,7.22,53,3.66,299.2
117,2020,3,7.69,4.87,0.97,157,0.79,311.6
117,2020,4,6.92,5.55,13.16,187,2.23,330.1
117,2021,1,6.69,6.1,4.86,185,6.76,358.1
117,2021,2,7.02,2.67,1.02,465,4.63,299.1
117,2021,3,7.58,4.59,5.61,133,0.83,338.9
117,2021,4,7.61,6.13,4.02,21,1.54,388.2
117,2022,1,6.88,4.34,1.04,51,4.78,333.8
117,2022,2,6.78,2.54,2.29,403,5.6,197.6
117,2022,3,6.8,5.34,2.49,19,3.94,341.6
117,2022,4,7.84,3.4,1.27,455,0.5,196.3
117,2023,1,6.41,6.96,3.46,157,1.09,268.4
117,2023,2,7.42,5.9,3.32,113,0.76,337.7
117,2023,3,6.71,5.72,11.19,664,2.41,259.2
117,2023,4,7.38,4.73,1.2,106,0.81,309.9
118,2019,1,6.7,6.9,1.59,71,0.5,456.9
118,2019,2,6.65,5.02,0.5,128,1.96,179.4
118,2019,3,6.81,5.13,0.5,61,8.59,266.4
118,2019,4,6.58,5.22,0.78,326,9.46,381.3
118,2020,1,6.86,5.135,0.57,665,13.2,409.0
118,2020,2,7.2,5.05,0.6,401,1.68,473.6
118,2020,3,7.61,4.95,0.74,34,4.99,320.8
118,2020,4,7.71,5.135,1.28,71,0.84,359.3
118,2021,1,7.06,3.19,2.06,223,12.38,365.0
118,2021,2,7.36,5.96,0.5,547,1.05,454.0
118,2021,3,6.93,5.14,4.38,341,6.17,259.2
118,2021,4,7.64,5.12,8.42,922,0.5,444.7
118,2022,1,7.63,6.38,4.92,337,2.35,380.3
118,2022,2,7.26,3.68,4.43,264,2.26,210.0
118,2022,3,6.99,5.13,2.0,18,3.66,372.7
118,2022,4,7.23,8.11,2.55,356,5.42,291.7
118,2023,1,6.92,5.72,2.51,491,0.5,397.0
118,2023,2,7.55,5.78,0.5,698,3.41,419.6
118,2023,3,7.05,5.38,3.36,577,2.97,352.4
118,2023,4,7.72,4.2,7.48,614,0.5,135.8
119,2019,1,7.5,5.11,2.29,486,3.26,268.3
119,2019,2,6.97,5.59,0.61,142,0.95,280.3
119,2019,3,6.83,3.41,1.45,1308,3.93,210.3
119,2019,4,6.9,6.17,3.17,91,5.58,383.3
119,2020,1,6.92,4.65,6.86,862,1.84,342.9
119,2020,2,6.75,4.63,1.92,272,10.23,236.8
119,2020,3,7.64,5.36,1.34,167,1.93,347.7
119,2020,4,7.31,5.06,4.78,427,0.5,264.4
119,2021,1,8.04,3.92,2.29,435,6.34,393.4
119,2021,2,5.88,3.92,4.16,7,8.96,296.1
119,2021,3,8.05,4.05,5.85,27,17.28,177.9
119,2021,4,6.65,5.23,8.08,814,3.42,405.0
119,2022,1,6.81,3.39,0.79,109,7.36,338.7
119,2022,2,7.58,3.81,1.39,38,2.11,274.6
119,2022,3,7.36,5.12,4.26,540,1.73,364.2
119,2022,4,6.97,4.61,1.7,774,2.27,189.7
119,2023,1,8.13,4.03,8.37,193,9.67,356.4
119,2023,2,6.88,4.62,1.8,188,1.41,259.9
119,2023,3,6.34,5.93,1.81,647,2.39,374.8
119,2023,4,7.08,2.81,8.93,86,3.53,319.8
120,2019,1,6.94,4.33,8.04,143,2.7,184.7
120,2019,2,7.76,6.81,4.97,587,1.03,283.9
120,2019,3,6.65,5.49,1.05,491,0.87,366.9
120,2019,4,7.54,5.76,9.86,193,1.64,472.0
120,2020,1,7.16,5.12,2.17,76,1.33,308.3
120,2020,2,7.29,4.09,3.24,76,3.51,368.4
120,2020,3,7.6,5.45,2.99,207,0.51,277.1
120,2020,4,6.99,3.99,1.43,697,3.12,352.2
120,2021,1,7.72,4.82,6.07,185,7.84,406.3
